id,lat,lng
406,-12.23288912,-76.94200203
407,-12.0680147,-77.0659455
408,-12.0911525,-77.0789868
409,-12.0896939,-77.0782833
410,-12.1095999,-77.049442
411,-12.1339383,-77.0171617
412,-12.1221219,-77.0116141
413,-12.1347055,-77.0097214
414,-12.1350426,-77.0084128
415,-12.135870515,-77.0061041796
416,-12.1338262,-77.0136533
417,-12.0754442,-76.9354101
418,-12.0734087,-76.9376587
419,-12.070138,-76.9378537
420,-12.1043639,-77.039364
421,-12.0547714,-77.0132203
422,-12.055,-77.062
423,-12.0526263,-77.0332013
424,-12.0817329,-77.047772
425,-12.0483525,-77.0638065
426,-12.0628438,-77.098425
427,-12.1017425,-77.0276883
428,-12.1059585,-77.0277
429,-12.1185671,-77.0257558
430,-12.1325969,-77.0220512
431,-12.1321973,-77.0215371
432,-12.1234431042,-77.024329087
433,-12.1294547,-77.0223206
434,-12.1331011,-77.0217015
435,-12.1216724,-77.0253932
436,-12.02347018,-77.09020693
437,-12.357265,-76.8030683
438,-12.152,-77.02
439,-12.092401,-77.0646928
440,-12.095,-77.067
441,-12.09,-77.063
442,-12.1555487883,-77.0226763944
443,-12.0306969,-77.0835726
444,-12.1131649,-77.0286972
445,-12.0947787,-76.9673264
446,-12.0979468,-76.9652862
447,-12.1110508,-76.9924303
448,-11.9381271,-77.0751249
449,-12.088522,-77.02900748
450,-12.1442939295,-77.0005702302
451,-12.0315349673,-77.0271831365
452,-12.3362817,-76.8220704
453,-12.078,-77.094
454,-12.0752911,-77.0922908
455,-12.129272091,-77.0237163343
456,-12.1278245601,-77.0242956915
457,-12.1214913,-77.0182274
458,-12.1385854,-77.017672
459,-12.1345221,-77.017763
460,-12.0622878,-77.0944232
461,-11.9575997,-77.0553614
462,-12.1221345,-77.0211822
463,-12.08715938,-76.92389861
464,-12.0959037,-76.9254134
465,-12.0308679,-77.0286686
466,-12.0933405,-76.9945203
467,-12.0927586789,-76.9943225619
468,-12.0939699435,-76.9928466016
469,-12.0933949,-76.997373
470,-12.0941609189,-76.9997980583
471,-12.093178309,-76.9968545672
472,-12.1005194,-76.9949317
473,-12.0817608,-77.0485997
474,-12.0831643,-77.0522977
475,-11.99285761,-77.08847103
476,-12.096,-76.995
477,-12.1017497,-76.9946612
478,-12.144503,-77.0230323
479,-12.1397415,-77.0234034
480,-12.063376633,-76.9382583269
481,-11.92267875,-77.04394341
482,-11.8412736,-77.0457607
483,-12.065,-76.963
484,-12.0539999,-76.94200134
485,-12.2183548647,-76.9271188994
486,-12.0552544591,-76.9420000084
487,-12.0602682,-76.951772
488,-12.1188566,-77.0174855
489,-12.1184283,-77.0156976
490,-12.0624172824,-76.9354114164
491,-12.0719786,-77.0580092
492,-12.0720015,-77.0580233
493,-12.0719047794,-77.0623868228
494,-12.1106457,-77.037133
495,-12.1079272,-77.0319744
496,-12.113,-77.039
497,-12.1981399,-76.9264267
498,-12.0110022,-77.07038196
499,-12.1079963,-77.0399349
500,-11.95724216,-77.05296437
501,-11.95683611,-77.0526888
502,-11.95744362,-77.05298736
503,-11.9565238,-77.05267603
504,-11.9562344,-77.0525706
505,-11.95650745,-77.05262692
506,-11.88198813,-77.02332933
507,-11.8818631,-77.0233781
508,-11.90706312,-77.04374656
509,-12.133,-77.027
510,-12.0802191551,-76.9199844621
511,-12.084,-76.993
512,-12.1771273,-77.0162363
513,-12.1148358,-77.0429102
514,-12.1172833,-77.006009
515,-12.0818034,-77.1036141
516,-12.5793272968,-76.615463764
517,-11.97254738,-77.07435362
518,-12.0906991,-77.0654547
519,-12.0830153609,-77.0616382108
520,-11.8406430602,-77.1083163778
521,-11.84520845,-77.09699044
522,-12.0108939,-77.0544028
523,-12.089,-77.088
524,-12.1254635,-76.9696199
525,-12.1333052,-77.0014519
526,-12.00471551,-76.88123529
527,-12.0983875,-77.001879
528,-12.07701559,-77.08565097
529,-12.1085380552,-76.984219342
530,-11.8342460817,-77.0497494382
531,-12.1177114,-77.0420968
532,-12.1001668,-77.0622831
533,-12.1293560056,-77.0243815222
534,-12.107,-77.028
535,-12.1411508,-77.0221186
536,-12.1161262,-77.0165924
537,-12.044,-76.964
538,-12.1195911,-76.9802443
539,-12.07371731,-76.96585043
540,-12.0779803,-76.9295348
541,-12.097,-76.964
542,-12.08422071,-77.09527368
543,-12.0839272,-77.0951543
544,-11.9804187,-76.778641
545,-12.0666562,-77.0731371
546,-12.109,-76.964
547,-12.0300159,-77.033058
548,-12.0488903,-77.0583291
549,-12.030583522,-77.0275946383
550,-12.092906837,-76.9995027767
551,-12.093158615,-77.0000821339
552,-12.0690386,-76.9395655
553,-12.1195556,-77.0357629
554,-12.124,-77.036
555,-11.9729739163,-77.0568049337
556,-11.92906971,-77.03895071
557,-12.1222773,-77.0358619
558,-12.1614312,-76.9529718
559,-12.066897,-77.0480362
560,-12.088087,-76.9922165
561,-12.0880393443,-76.9924044879
562,-12.0880370699,-76.9915541916
563,-12.136,-77.018
564,-12.1368559,-77.0184989
565,-12.1215507,-77.0254845
566,-12.121473,-77.0253755
567,-12.0465047,-76.9365586
568,-12.062039572,-76.9355401624
569,-12.0620605559,-76.9354757894
570,-12.0619766202,-76.935432874
571,-11.9986325,-76.8354226
572,-11.9870971,-76.7978458
573,-12.08218746,-76.90746297
574,-12.30924423,-76.84030851
575,-11.98969907,-77.08279006
576,-11.9782307,-77.0954768
577,-12.158952,-76.989186
578,-12.1045137,-76.9588891
579,-12.1451721,-77.0064233
580,-12.1355346,-77.0092181
581,-12.119,-77.007
582,-12.118,-77.004
583,-12.0990153,-76.7782664
584,-12.0853136,-76.9299332
585,-12.13248958,-77.01418225
586,-11.9437816,-77.0761522
587,-12.0023134,-76.87641696
588,-12.0959947,-76.983462
589,-12.0954443,-76.9840657946
590,-11.9992899556,-76.8779844479
591,-12.1064772,-77.0137866
592,-12.1026691345,-77.0620690036
593,-12.1028502,-77.061624
594,-12.0907352458,-76.9831967012
595,-12.02368293,-77.03260918
596,-11.9380957,-77.0797063
597,-11.9326590467,-77.0666343919
598,-11.95211527,-77.08341882
599,-12.0904153,-76.9834927
600,-12.056,-76.98
601,-12.0812415,-76.8990018
602,-12.0813122,-76.8995845
603,-12.1309921,-76.9917687
604,-12.0926506,-77.0280991
605,-12.116390888,-77.0304647722
606,-12.112,-77.032
607,-12.1198197631,-77.0435019137
608,-12.1197948992,-77.0435346727
609,-12.1197471783,-77.043560006
610,-12.1200818,-77.037545
611,-12.120173,-77.0383957
612,-12.0966613,-77.0079756
613,-12.1215461,-77.0276145
614,-12.1215439,-77.0275713
615,-12.1130909,-77.0434358
616,-12.07570548,-77.08999713
617,-12.0757054834,-77.0899971318
618,-12.1146675,-77.0306739
619,-12.1147792808,-77.0376948588
620,-12.0729536,-77.0946343
621,-12.0710966,-77.0943293
622,-12.096,-77.03
623,-12.0958442,-77.0296474
624,-12.099,-77.037
625,-12.09899706,-77.03675787
626,-12.076,-77.07
627,-12.0945798,-76.9657543
628,-11.8817215924,-77.0360494847
629,-12.13033,-77.0325225
630,-12.103027,-77.0363848
631,-12.1029415,-77.0375873
632,-12.1204415952,-76.9908012632
633,-12.1154802,-77.0312137
634,-12.1138326,-77.0313518
635,-12.1099997,-77.0315083
636,-12.0980705,-77.0323829
637,-12.0858262,-77.0021042
638,-12.1750136,-77.021586
639,-12.1424887,-76.9968102
640,-12.1389885,-76.9986563
641,-12.13893258,-76.99860523
642,-12.1391286,-76.9977198
643,-12.0853364,-76.9617996
644,-12.1008160854,-77.0378730767
645,-12.1044929,-77.0543119
646,-12.1221624,-77.0395975
647,-12.1095071,-77.0333337
648,-12.1095425,-77.03334041
649,-12.1158683,-76.9722673
650,-12.1050849,-77.055083
651,-12.1241910946,-77.025916627
652,-12.1266433,-77.0260809
653,-12.1271523,-77.0259247
654,-12.106,-77.033
655,-12.1095923,-77.032445
656,-12.1814263,-77.0113525
657,-12.126286,-77.0160311
658,-12.1279512,-77.0212481
659,-12.1213018,-77.0363739
660,-12.1211307,-77.0377301
661,-12.1291433,-77.027885
662,-12.1297231316,-77.0267418661
663,-12.1279162977,-77.0317685509
664,-12.1285962,-77.0304183
665,-12.0961203,-77.0507605
666,-12.1132245659,-77.0386727807
667,-12.1257771,-76.9782373
668,-11.9402859,-77.0730237
669,-12.1146709918,-76.9940822175
670,-12.1305212,-76.9864647
671,-12.1192903,-77.0039931
672,-12.0986615,-77.0353112
673,-12.08873,-77.02527
674,-12.1278781275,-76.9710394201
675,-12.0022306975,-77.0628115946
676,-11.9537481,-77.0792925
677,-12.1230948,-76.9752457
678,-11.97582829,-77.09455229
679,-12.098,-77.051
680,-12.03279971,-76.96246015
681,-12.0925315,-76.9663942
682,-12.1223339,-77.0159281
683,-12.1471633,-76.9840902
684,-12.0912895,-76.992424
685,-12.0954088,-77.0507386
686,-12.169035,-76.9912798
687,-12.1761151,-76.9786665
688,-12.101,-77.024
689,-12.100272,-77.0238792
690,-12.09405181,-77.0390862
691,-12.094051815,-77.0390861974
692,-12.0994735,-77.0204859
693,-12.1045366,-77.021196
694,-12.1043067,-77.0207693
695,-12.0968996,-76.9484285
696,-12.1009611,-77.037425
697,-12.1032073,-77.0375813
698,-12.0967916,-77.0525445
699,-12.0893648,-77.0288796
700,-12.0885883,-77.0249272
701,-12.095,-77.045
702,-11.837186788,-77.0459693447
703,-12.0917823,-77.037937
704,-12.0932925,-77.0379018
705,-12.1267497,-76.997618
706,-12.0978958,-77.0715986
707,-12.1269644294,-77.0315698423
708,-12.127,-77.032
709,-12.12633,-77.03301
710,-12.0905516,-76.9014707
711,-12.101,-77.026
712,-12.1041506,-77.0558453
713,-12.1167872,-77.0449053
714,-12.1134227669,-77.0415523704
715,-12.0971675,-77.0567367
716,-12.120603,-77.0401028
717,-12.1684666,-77.0291939
718,-12.0742573,-77.1015283
719,-12.0948832024,-77.0234703765
720,-12.1159230122,-76.9866226013
721,-12.1154194989,-76.9862792785
722,-12.1152516609,-76.9861076171
723,-12.1149159846,-76.9857642944
724,-12.1152516609,-76.9867942626
725,-12.05956702,-76.93521947
726,-12.0833423,-76.9968973
727,-12.1279927075,-77.032562293
728,-12.0930470194,-77.0307734003
729,-12.0936217,-77.0326489
730,-12.0936216955,-77.0326488957
731,-12.1780416,-76.9983923
732,-12.1779314,-76.9983932
733,-12.0827745,-77.0926124
734,-12.0827635,-77.0926827
735,-12.07973987,-77.09136986
736,-12.030856446,-77.0274692143
737,-12.2095337,-76.8538748
738,-12.1053988,-77.0499421
739,-12.116,-77.03
740,-12.1160165,-77.0350858
741,-12.1320768,-77.0186851
742,-12.0962008207,-77.0138241349
743,-12.1238998,-76.9955334
744,-12.1096458406,-77.0289627352
745,-12.1337066,-77.0264289
746,-12.1235729,-77.0262685
747,-12.12369956,-77.02492311
748,-12.1236995635,-77.0249231149
749,-12.1114716,-77.0280719
750,-12.1124991318,-77.0323852339
751,-12.1234798418,-77.0291201074
752,-12.1235218,-77.0288197
753,-12.07654532,-77.09006135
754,-12.0974829,-77.0535875
755,-12.0973946,-77.0536184
756,-12.09305,-77.0314422
757,-12.1130994,-76.9420718
758,-12.113206,-76.9422797
759,-12.1042781,-77.0616632
760,-12.19,-76.958
761,-12.1046759168,-77.0108449694
762,-11.9814349,-77.0704772
763,-12.1071953138,-76.9843910034
764,-12.0625975,-77.071338
765,-12.143,-76.986
766,-12.1969377,-76.9751074
767,-12.0907877,-76.9834381
768,-12.110820759,-76.9992348895
769,-12.1284624,-77.034295
770,-12.0941972,-77.0278584
771,-12.1295222,-77.0323504
772,-12.0902867,-77.0003971
773,-12.1172409,-77.0405704
774,-12.1168734198,-77.0308188238
775,-12.1167581,-77.0317272
776,-12.1169339,-77.0359359
777,-12.21034221,-77.01854943
778,-12.116936,-77.0334698
779,-12.1164049,-77.0336216
780,-12.1147528,-77.0265085
781,-12.118,-77.043
782,-12.0787585,-77.0696763
783,-11.990813,-77.0779973
784,-12.0273345104,-76.9309179291
785,-12.0938175,-77.0426187
786,-12.1229397,-77.0174176
787,-12.118377,-77.0284023
788,-12.1184543,-77.024666
789,-12.1183671,-77.024534
790,-12.126,-77.03
791,-12.126272127,-77.0283511915
792,-12.1275242,-77.0259022
793,-12.1273801,-77.0260236
794,-12.1028904,-77.0489164
795,-12.0719478765,-76.9526099155
796,-12.0723914,-76.9526754
797,-12.145,-77.021
798,-12.0776812,-77.0949355
799,-12.0802112,-77.0785534
800,-12.3344902262,-76.8272653277
801,-12.0149611,-77.0762894
802,-12.1033449,-77.0233415
803,-11.8267945666,-77.0391361175
804,-12.1233379,-77.027931
805,-12.1292836,-77.0282207
806,-12.1268743,-77.0281559
807,-12.1256449,-77.027548
808,-12.1259352,-77.0260504
809,-12.1258717,-77.0262205
810,-12.0832462,-77.0984434
811,-12.1371122,-76.9754958
812,-12.1139204,-76.9817036
813,-12.105082892,-76.964219881
814,-12.1216928,-77.0335753
815,-12.1119835,-77.0275554
816,-12.0922279,-77.0488795
817,-12.0681682,-77.1019132
818,-12.0929988,-76.9886668
819,-12.1051794504,-76.9944083926
820,-12.1306584,-77.0236426
821,-12.1291412,-76.9814871
822,-12.0373234,-76.993414
823,-11.97717866,-76.75972319
824,-11.8381686,-77.0464736
825,-12.0916018,-77.0450227
826,-12.0785505,-76.9754466
827,-12.0728816,-76.9916145
828,-12.0905224821,-77.0366751683
829,-12.1367195,-77.0074948
830,-12.121650817,-76.994932473
831,-12.12162471,-76.99496662
832,-12.13,-77.034
833,-12.1261740549,-77.0326541344
834,-12.0884901,-77.0272545
835,-12.1162322,-76.9417079
836,-12.1146154,-76.9397435
837,-12.10228456,-76.93959268
838,-12.0794874,-77.0840551
839,-11.8918354,-77.0442624
840,-12.0930911,-76.9245259
841,-12.134,-77.019
842,-12.1389919,-76.9960045
843,-12.1389908,-77.0002356
844,-12.1169486,-76.9925086
845,-12.1175341,-76.9932428
846,-11.811,-76.962
847,-11.7571943966,-77.0181720992
848,-11.8423681151,-77.0466850677
849,-12.05913996,-77.05060872
850,-12.10842112,-77.02817685
851,-12.115,-77.025
852,-11.94572897,-76.7105964
853,-12.086963,-77.091801
854,-12.0868449854,-77.0916970862
855,-12.1015320652,-76.7908018556
856,-12.1248591,-77.0219228
857,-12.1245441,-77.0225074
858,-12.124002,-77.0216877
859,-12.0948939,-77.0753538
860,-12.0880451569,-77.0725618053
861,-12.091,-76.989
862,-12.0734497,-77.0162899
863,-12.0773569,-76.9644287
864,-12.0989147735,-77.0111683066
865,-12.2169099,-76.997427
866,-12.0678671353,-77.041154803
867,-12.115,-77.049
868,-12.2245735845,-76.9010421763
869,-12.22,-76.946
870,-12.1385626,-76.976475
871,-11.992,-76.767
872,-11.9687756,-76.8085182
873,-12.1470017,-76.9841728
874,-12.0871398,-76.947022
875,-12.0783733,-76.9686267
876,-12.08268445,-77.0087181
877,-12.092430336,-77.0607600856
878,-11.9266251,-77.0592845
